Season,AstDiff,BlkDiff,DRDiff,FGA3Diff,FGADiff,FGM3Diff,FGMDiff,FTADiff,FTMDiff,ORDiff,PFDiff,ScoreDiff,SeedDiff,StlDiff,TODiff,Team1,Team2
2016,10,2,3,1,6,3,6,2,-1,7,-2,14,-3,-1,0,1332,1181
2016,5,0,8,-2,4,0,7,6,9,2,-3,23,-1,2,-4,1437,1274
2016,-7,-4,-5,11,-1,2,-7,-7,-3,0,5,-15,4,-5,3,1231,1314
2016,2,2,-2,-7,-2,-2,-1,8,9,-2,-6,5,-1,2,-5,1323,1458
2016,9,-2,7,6,-6,3,2,-11,-10,-3,2,-3,1,-5,8,1211,1393
2016,-10,-3,-4,7,-5,3,-5,-9,-6,-5,6,-13,3,-2,4,1235,1438
2016,6,0,5,3,4,8,6,-13,-8,1,5,12,1,-6,3,1328,1332
2016,4,0,3,4,-2,2,2,-8,-11,1,3,-5,-1,-6,7,1242,1437
2016,8,0,9,-5,3,-5,5,10,9,8,-1,14,-5,1,-1,1314,1323
2016,11,1,2,3,-4,2,1,-13,-10,-4,1,-6,-9,-8,5,1438,1393
2016,-13,-1,-12,8,1,4,-8,2,-5,0,3,-17,9,2,-2,1393,1314
2016,6,1,15,-9,-11,5,16,8,7,-12,-9,44,0,6,-6,1437,1328
2016,10,-2,-1,3,15,3,-1,-4,-4,14,4,-3,-1,0,1,1314,1437
2017,4,2,8,-11,-6,-3,6,4,-2,0,1,7,0,-2,4,1243,1448
2017,-2,1,-1,-10,7,-9,4,-1,0,4,5,-1,0,4,-2,1309,1291
2017,0,1,13,-10,-19,0,-2,9,8,-3,-2,4,0,-6,9,1413,1300
2017,5,-2,0,1,-6,2,1,-10,-8,-9,8,-4,0,-1,2,1344,1425
2017,4,-1,-11,11,7,6,-4,-12,-16,2,5,-18,13,3,-1,1315,1112
2017,-3,-5,-13,6,13,1,1,-20,-15,-2,7,-12,9,2,-3,1457,1139
2017,-4,-4,-7,2,8,2,-1,-17,-15,1,7,-15,9,-3,2,1190,1196
2017,2,-8,-18,15,16,6,-1,-19,-10,-2,4,-6,11,-3,-5,1195,1199
2017,0,3,7,10,5,3,7,7,3,5,-4,20,-15,2,-4,1211,1355
2017,4,-1,13,-7,-11,0,4,2,3,-3,1,11,-7,-4,6,1235,1305
2017,-4,0,-6,8,-6,-1,-4,-6,0,-7,2,-9,-7,1,0,1278,1292
2017,1,-6,6,-12,-2,-3,5,0,-5,1,2,2,-1,0,2,1321,1435
2017,-3,-1,1,-20,-5,-4,-1,15,8,2,-5,2,-7,2,-3,1323,1343
2017,-5,5,7,-7,-1,-1,4,4,3,3,-2,10,-9,-4,1,1345,1436
2017,7,0,12,4,-20,4,-4,13,12,-4,-12,8,-3,-2,6,1388,1433
2017,4,-2,12,-4,3,1,10,-1,-1,4,2,20,-15,0,4,1437,1291
2017,-6,3,1,-9,-9,-3,1,8,6,-8,-1,5,-7,1,-1,1438,1423
2017,2,1,2,-9,7,-4,3,6,4,8,-6,6,-9,-1,-2,1452,1137
2017,5,1,1,14,11,6,3,-1,-2,11,4,10,-1,1,-2,1458,1439
2017,-2,1,-8,4,4,-2,-3,-5,-3,-2,2,-11,-5,-1,-4,1268,1462
2017,3,3,-1,-10,-8,-3,2,2,5,-13,2,6,-1,6,-5,1116,1371
2017,0,-5,-11,14,3,4,-7,-6,-8,-1,3,-18,11,2,-1,1308,1124
2017,0,2,10,-7,-11,-2,6,7,4,-2,-7,14,-5,-3,4,1153,1243
2017,5,6,-2,5,3,8,5,9,4,1,-2,22,-13,12,-9,1181,1407
2017,12,4,16,5,2,7,15,2,1,2,-2,38,-15,1,-2,1242,1413
2017,-1,-6,-8,15,12,5,-1,-17,-12,2,7,-9,13,1,-4,1297,1246
2017,0,3,-1,4,-18,5,-8,-6,-4,-12,2,-15,13,-6,8,1240,1257
2017,-2,-3,9,-13,8,-9,6,-6,-4,10,8,-1,3,-2,6,1329,1276
2017,10,2,12,4,1,2,9,-3,0,1,1,20,1,-8,2,1277,1274
2017,-9,-1,-13,5,-15,-1,-16,-10,-6,-14,4,-39,15,0,3,1411,1314
2017,-1,5,-11,3,1,1,-7,-5,-3,-3,3,-16,11,-4,-2,1233,1332
2017,0,0,-4,2,7,3,0,-12,-15,3,4,-12,-5,-6,3,1166,1348
2017,5,-1,1,-4,14,-3,11,5,1,7,-7,20,-3,8,-9,1376,1266
2017,15,3,6,-8,-12,-2,6,11,7,-9,-6,17,-11,-1,-2,1417,1245
2017,3,4,5,5,-7,-1,0,3,2,-1,1,1,5,0,2,1425,1374
2017,0,-5,-16,2,10,1,-1,-7,-5,-3,4,-6,-3,6,-10,1173,1455
2017,-10,1,2,-10,-3,-1,-2,15,14,0,-8,9,-5,2,-4,1112,1388
2017,1,2,5,-4,-10,4,-1,9,7,-5,-5,9,-8,-1,-2,1139,1292
2017,2,-2,6,6,-4,7,7,11,5,-2,-7,26,-1,2,-1,1196,1438
2017,-2,2,3,-8,-7,-4,-1,23,12,3,-8,6,-7,-4,1,1211,1321
2017,-13,2,-4,-3,-4,-1,-1,-1,-1,-6,1,-4,1,1,-3,1235,1345
2017,-4,-2,-4,14,0,2,-5,-9,-4,-2,3,-12,1,0,2,1323,1452
2017,-5,-4,-3,-2,2,-1,-5,5,8,-1,-3,-3,-7,4,-6,1437,1458
2017,10,0,7,-4,-6,7,6,7,6,-4,-4,25,8,-3,0,1462,1199
2017,-3,0,3,-3,6,-2,1,5,4,8,-2,4,-8,4,-1,1124,1425
2017,-1,2,5,-3,7,0,9,-2,2,3,2,20,-8,6,-3,1242,1277
2017,-1,0,2,-6,-7,-1,-1,9,6,-4,-3,3,-8,4,-4,1246,1455
2017,-1,-1,-1,-3,-4,1,0,2,3,-6,-3,4,5,0,-5,1276,1257
2017,-6,0,-3,4,-3,3,2,-17,-14,-10,10,-7,7,-3,2,1116,1314
2017,0,0,1,-6,-7,1,-5,19,12,6,-7,3,-8,0,3,1332,1348
2017,-5,5,2,5,-10,3,-5,-3,0,-5,4,-7,-5,-2,7,1181,1376
2017,10,4,0,8,4,4,5,0,-2,-2,-3,12,-3,3,-7,1417,1153
2017,0,4,-6,13,16,1,-2,-3,0,13,-1,-3,3,0,-3,1452,1211
2017,1,2,4,1,6,5,10,10,7,3,-3,32,-3,3,-6,1242,1345
2017,1,-1,-1,14,0,3,-1,-9,-2,-4,7,-1,4,-3,3,1276,1332
2017,0,0,1,11,9,1,-1,-5,-1,7,4,-2,-9,1,0,1112,1462
2017,4,-5,5,-5,-7,-1,0,2,0,-3,2,-1,4,4,4,1458,1196
2017,2,0,-1,0,8,1,2,4,6,2,-2,11,-1,2,-7,1246,1417
2017,-9,0,-10,4,5,-1,-4,-12,-3,-2,2,-12,3,-2,-1,1139,1314
2017,-1,-3,-7,-7,6,-5,-6,-3,-3,4,0,-20,-4,-1,0,1124,1376
2017,-9,-3,-2,-8,1,-10,-7,-3,0,2,3,-24,10,-3,1,1462,1211
2017,2,-7,-7,0,3,-6,-8,10,8,3,0,-14,-2,-1,-5,1242,1332
2017,1,7,8,-4,-7,-4,0,7,6,2,-1,2,-1,0,7,1314,1246
2017,4,3,-5,16,7,5,-1,-17,-10,2,4,-7,-3,3,5,1196,1376
2017,-3,-2,-8,1,6,-2,-4,9,6,3,-7,-4,6,4,-7,1376,1211
2017,-9,4,5,5,-10,-1,-3,1,6,-5,-2,-1,2,-2,5,1332,1314
2017,4,3,-6,8,14,-4,6,0,-2,3,0,6,0,5,-10,1314,1211
